gene_symbol,ensembl_gene_id,chr,n_instruments_5e8,n_instruments_5e6,has_valid_instrument,single_iv,finan_tier,notes
MUC7,ENSG00000171195,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
MUCL1,ENSG00000172551,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
MUSK,ENSG00000030304,9,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
MVD,ENSG00000167508,16,2,322,TRUE,FALSE,Tier 2,""
MYH6,ENSG00000197616,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
MYH7,ENSG00000092054,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
MYLK,ENSG00000065534,3,1,48,TRUE,TRUE,Tier 1,""
MYLK2,ENSG00000101306,20,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
MYLK3,ENSG00000140795,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
MYLK4,ENSG00000145949,6,4,485,TRUE,FALSE,Tier 1,""
MYO3A,ENSG00000095777,10,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
MYO3B,ENSG00000071909,2,2,833,TRUE,FALSE,Tier 2,""
MYOC,ENSG00000034971,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
MYT1,ENSG00000196132,20,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NAAA,ENSG00000138744,4,16,3222,TRUE,FALSE,Tier 2,""
NAALAD2,ENSG00000077616,11,1,297,TRUE,TRUE,Tier 2,""
NAE1,ENSG00000159593,16,1,520,TRUE,TRUE,Tier 2,""
NAGA,ENSG00000198951,22,5,1563,TRUE,FALSE,Tier 3B,""
NAGLU,ENSG00000108784,17,3,501,TRUE,FALSE,Tier 3B,""
NAMPT,ENSG00000105835,7,2,258,TRUE,FALSE,Tier 2,""
NAPSA,ENSG00000131400,19,1,168,TRUE,TRUE,Tier 3A,""
NAT1,ENSG00000171428,8,2,606,TRUE,FALSE,Tier 1,""
NAT2,ENSG00000156006,8,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NBL1,ENSG00000158747,1,5,1170,TRUE,FALSE,Tier 3B,""
NCAM1,ENSG00000149294,11,2,561,TRUE,FALSE,Tier 1,""
NCAN,ENSG00000130287,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NCEH1,ENSG00000144959,3,3,375,TRUE,FALSE,Tier 2,""
NCOA3,ENSG00000124151,20,4,474,TRUE,FALSE,Tier 2,""
NCOR2,ENSG00000196498,12,3,444,TRUE,FALSE,Tier 1,""
NCR1,ENSG00000189430,19,2,115,TRUE,FALSE,Tier 3A,""
NCR2,ENSG00000096264,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NCR3,ENSG00000204475,6,3,3806,TRUE,FALSE,Tier 3A,""
NCSTN,ENSG00000162736,1,6,989,TRUE,FALSE,Tier 1,""
NDFIP1,ENSG00000131507,5,2,635,TRUE,FALSE,Tier 3A,""
NDNF,ENSG00000173376,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NDP,ENSG00000124479,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NDUFA4,ENSG00000189043,7,1,222,TRUE,TRUE,Tier 2,""
NEGR1,ENSG00000172260,1,3,1225,TRUE,FALSE,Tier 3A,""
NEK1,ENSG00000137601,4,2,1168,TRUE,FALSE,Tier 2,""
NEK10,ENSG00000163491,3,1,284,TRUE,TRUE,Tier 3B,""
NEK11,ENSG00000114670,3,1,703,TRUE,TRUE,Tier 2,""
NEK2,ENSG00000117650,1,0,2,FALSE,FALSE,Tier 1,no SNP below 5e-8
NEK3,ENSG00000136098,13,3,1708,TRUE,FALSE,Tier 2,""
NEK4,ENSG00000114904,3,1,540,TRUE,TRUE,Tier 2,""
NEK5,ENSG00000197168,13,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NEK6,ENSG00000119408,9,4,970,TRUE,FALSE,Tier 2,""
NEK7,ENSG00000151414,1,1,520,TRUE,TRUE,Tier 2,""
NEK8,ENSG00000160602,17,1,54,TRUE,TRUE,Tier 3B,""
NEK9,ENSG00000119638,14,1,323,TRUE,TRUE,Tier 2,""
NELL1,ENSG00000165973,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NELL2,ENSG00000184613,12,3,1529,TRUE,FALSE,Tier 3B,""
NENF,ENSG00000117691,1,3,1106,TRUE,FALSE,Tier 3B,""
NETO2,ENSG00000171208,16,1,74,TRUE,TRUE,Tier 3B,""
NEU1,ENSG00000204386,6,1,1141,TRUE,TRUE,Tier 3A,""
NFKB1,ENSG00000109320,4,2,599,TRUE,FALSE,Tier 1,""
NFKBIA,ENSG00000100906,14,2,1659,TRUE,FALSE,Tier 2,""
NGF,ENSG00000134259,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NGFR,ENSG00000064300,17,1,3,TRUE,TRUE,Tier 1,""
NID1,ENSG00000116962,1,3,310,TRUE,FALSE,Tier 3A,""
NID2,ENSG00000087303,14,1,104,TRUE,TRUE,Tier 3A,""
NIM1K,ENSG00000177453,5,1,411,TRUE,TRUE,Tier 2,""
NISCH,ENSG00000010322,3,1,343,TRUE,TRUE,Tier 1,""
NKTR,ENSG00000114857,3,2,710,TRUE,FALSE,Tier 2,""
NLGN1,ENSG00000169760,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NLGN2,ENSG00000169992,17,2,177,TRUE,FALSE,Tier 3B,""
NLGN3,ENSG00000196338,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NLGN4X,ENSG00000146938,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NLGN4Y,ENSG00000165246,Y,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NLK,ENSG00000087095,17,0,5,FALSE,FALSE,Tier 2,no SNP below 5e-8
NLRP3,ENSG00000162711,1,4,945,TRUE,FALSE,Tier 2,""
NMB,ENSG00000197696,15,2,1721,TRUE,FALSE,Tier 3B,""
NMBR,ENSG00000135577,6,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NMS,ENSG00000204640,2,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NMT1,ENSG00000136448,17,3,535,TRUE,FALSE,Tier 2,""
NMU,ENSG00000109255,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NMUR1,ENSG00000171596,2,2,493,TRUE,FALSE,Tier 3B,""
NMUR2,ENSG00000132911,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NNMT,ENSG00000166741,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NOD1,ENSG00000106100,7,2,146,TRUE,FALSE,Tier 2,""
NOD2,ENSG00000167207,16,8,1362,TRUE,FALSE,Tier 2,""
NODAL,ENSG00000156574,10,1,53,TRUE,TRUE,Tier 3B,""
NOG,ENSG00000183691,17,1,122,TRUE,TRUE,Tier 3A,""
NOS1,ENSG00000089250,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NOS2,ENSG00000007171,17,1,155,TRUE,TRUE,Tier 1,""
NOS3,ENSG00000164867,7,1,213,TRUE,TRUE,Tier 1,""
NOTCH1,ENSG00000148400,9,1,157,TRUE,TRUE,Tier 1,""
NOTCH2,ENSG00000134250,1,3,194,TRUE,FALSE,Tier 3A,""
NOTCH2NL,ENSG00000213240,1,1,49,TRUE,TRUE,Tier 3B,""
NOTCH3,ENSG00000074181,19,0,1,FALSE,FALSE,Tier 3B,no SNP below 5e-8
NOTCH4,ENSG00000204301,6,2,4358,TRUE,FALSE,Tier 3A,""
NOTUM,ENSG00000185269,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NOV,ENSG00000136999,8,2,831,TRUE,FALSE,Tier 3A,""
NOX1,ENSG00000007952,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
NOX4,ENSG00000086991,11,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NOX5,ENSG00000255346,15,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NPB,ENSG00000183979,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPBWR1,ENSG00000183729,8,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
NPBWR2,ENSG00000125522,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPC1,ENSG00000141458,18,2,891,TRUE,FALSE,Tier 1,""
NPC1L1,ENSG00000015520,7,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
NPFF,ENSG00000139574,12,0,1,FALSE,FALSE,Tier 3A,no SNP below 5e-8
NPFFR1,ENSG00000148734,10,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NPFFR2,ENSG00000056291,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NPM1,ENSG00000181163,5,0,2,FALSE,FALSE,Tier 2,no SNP below 5e-8
NPNT,ENSG00000168743,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NPPA,ENSG00000175206,1,1,453,TRUE,TRUE,Tier 1,""
NPPB,ENSG00000120937,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NPPC,ENSG00000163273,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NPR1,ENSG00000169418,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NPR2,ENSG00000159899,9,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
NPS,ENSG00000214285,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPSR1,ENSG00000187258,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NPTN,ENSG00000156642,15,0,19,FALSE,FALSE,Tier 3B,no SNP below 5e-8
NPTX2,ENSG00000106236,7,2,68,TRUE,FALSE,Tier 3B,""
NPVF,ENSG00000105954,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPW,ENSG00000183971,16,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NPY,ENSG00000122585,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPY1R,ENSG00000164128,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NPY2R,ENSG00000185149,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NPY4R,ENSG00000204174,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NPY5R,ENSG00000164129,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NQO1,ENSG00000181019,16,2,891,TRUE,FALSE,Tier 1,""
NQO2,ENSG00000124588,6,5,1558,TRUE,FALSE,Tier 1,""
NR0B1,ENSG00000169297,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NR0B2,ENSG00000131910,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NR1D1,ENSG00000126368,17,1,113,TRUE,TRUE,Tier 2,""
NR1D2,ENSG00000174738,3,2,404,TRUE,FALSE,Tier 2,""
NR1H2,ENSG00000131408,19,1,64,TRUE,TRUE,Tier 2,""
NR1H3,ENSG00000025434,11,4,2375,TRUE,FALSE,Tier 2,""
NR1H4,ENSG00000012504,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NR1I2,ENSG00000144852,3,1,14,TRUE,TRUE,Tier 1,""
NR1I3,ENSG00000143257,1,1,22,TRUE,TRUE,Tier 1,""
NR2C1,ENSG00000120798,12,2,862,TRUE,FALSE,Tier 3B,""
NR2C2,ENSG00000177463,3,2,238,TRUE,FALSE,Tier 2,""
NR2E1,ENSG00000112333,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NR2E3,ENSG00000031544,15,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
NR2F1,ENSG00000175745,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NR2F2,ENSG00000185551,15,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NR2F6,ENSG00000160113,19,6,1194,TRUE,FALSE,Tier 3A,""
NR3C1,ENSG00000113580,5,1,80,TRUE,TRUE,Tier 1,""
NR3C2,ENSG00000151623,4,1,60,TRUE,TRUE,Tier 1,""
NR4A1,ENSG00000123358,12,0,8,FALSE,FALSE,Tier 2,no SNP below 5e-8
NR4A2,ENSG00000153234,2,1,279,TRUE,TRUE,Tier 2,""
NR4A3,ENSG00000119508,9,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
NR5A1,ENSG00000136931,9,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
NR5A2,ENSG00000116833,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NR6A1,ENSG00000148200,9,1,147,TRUE,TRUE,Tier 3B,""
NRBP1,ENSG00000115216,2,1,1127,TRUE,TRUE,Tier 3B,""
NRG1,ENSG00000157168,8,8,2481,TRUE,FALSE,Tier 3A,""
NRG2,ENSG00000158458,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NRG3,ENSG00000185737,10,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NRG4,ENSG00000169752,15,0,143,FALSE,FALSE,Tier 3A,no SNP below 5e-8
NRK,ENSG00000123572,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NRP1,ENSG00000099250,10,4,657,TRUE,FALSE,Tier 1,""
NRTN,ENSG00000171119,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NRXN1,ENSG00000179915,2,2,415,TRUE,FALSE,Tier 3A,""
NRXN2,ENSG00000110076,11,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
NRXN3,ENSG00000021645,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NSDHL,ENSG00000147383,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
NT5E,ENSG00000135318,6,10,3376,TRUE,FALSE,Tier 1,""
NTF3,ENSG00000185652,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NTM,ENSG00000182667,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NTN1,ENSG00000065320,17,1,12,TRUE,TRUE,Tier 3A,""
NTN3,ENSG00000162068,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NTN4,ENSG00000074527,12,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
NTNG1,ENSG00000162631,1,1,593,TRUE,TRUE,Tier 3A,""
NTRK1,ENSG00000198400,1,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
NTRK2,ENSG00000148053,9,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NTRK3,ENSG00000140538,15,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
NTS,ENSG00000133636,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NTSR1,ENSG00000101188,20,3,499,TRUE,FALSE,Tier 1,""
NTSR2,ENSG00000169006,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NUAK1,ENSG00000074590,12,4,584,TRUE,FALSE,Tier 1,""
NUAK2,ENSG00000163545,1,2,761,TRUE,FALSE,Tier 1,""
NUCB1,ENSG00000104805,19,4,348,TRUE,FALSE,Tier 3B,""
NUCB2,ENSG00000070081,11,2,818,TRUE,FALSE,Tier 3A,""
NUP210,ENSG00000132182,3,3,618,TRUE,FALSE,Tier 3B,""
NUP62,ENSG00000213024,19,3,450,TRUE,FALSE,Tier 3B,""
NXPE1,ENSG00000095110,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
NXPH3,ENSG00000182575,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
NYX,ENSG00000188937,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
OAS1,ENSG00000089127,12,5,1434,TRUE,FALSE,Tier 3A,""
OBP2A,ENSG00000122136,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OBP2B,ENSG00000171102,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OBSCN,ENSG00000154358,1,1,694,TRUE,TRUE,Tier 3B,""
OC90,ENSG00000253117,8,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OCLN,ENSG00000197822,5,2,395,TRUE,FALSE,Tier 3B,""
ODAM,ENSG00000109205,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ODC1,ENSG00000115758,2,1,149,TRUE,TRUE,Tier 1,""
OGN,ENSG00000106809,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OLFM2,ENSG00000105088,19,0,4,FALSE,FALSE,Tier 3A,no SNP below 5e-8
OLFM3,ENSG00000118733,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OLFM4,ENSG00000102837,13,5,1469,TRUE,FALSE,Tier 3B,""
OLFML1,ENSG00000183801,11,1,42,TRUE,TRUE,Tier 3B,""
OLFML2A,ENSG00000185585,9,1,11,TRUE,TRUE,Tier 3B,""
OLFML2B,ENSG00000162745,1,2,206,TRUE,FALSE,Tier 3A,""
OLFML3,ENSG00000116774,1,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
OLR1,ENSG00000173391,12,1,18,TRUE,TRUE,Tier 3B,""
OMD,ENSG00000127083,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OMG,ENSG00000126861,17,2,294,TRUE,FALSE,Tier 3B,""
OPCML,ENSG00000183715,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OPN1LW,ENSG00000102076,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
OPN1MW,ENSG00000147380,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
OPN1MW2,ENSG00000166160,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
OPN1SW,ENSG00000128617,7,4,152,TRUE,FALSE,Tier 3B,""
OPN3,ENSG00000054277,1,3,457,TRUE,FALSE,Tier 3B,""
OPN4,ENSG00000122375,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OPN5,ENSG00000124818,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OPRD1,ENSG00000116329,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
OPRK1,ENSG00000082556,8,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
OPRL1,ENSG00000125510,20,3,950,TRUE,FALSE,Tier 1,""
OPRM1,ENSG00000112038,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
OPTC,ENSG00000188770,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OR10A5,ENSG00000166363,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR10K2,ENSG00000180708,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR10P1,ENSG00000175398,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR11A1,ENSG00000204694,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR13J1,ENSG00000168828,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR14J1,ENSG00000204695,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1A1,ENSG00000172146,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1C1,ENSG00000221888,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1D2,ENSG00000184166,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1J1,ENSG00000136834,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1J2,ENSG00000197233,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1L8,ENSG00000171496,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR1M1,ENSG00000170929,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2B11,ENSG00000177535,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2H1,ENSG00000204688,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2H2,ENSG00000204657,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2T10,ENSG00000184022,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2T29,ENSG00000182783,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2T3,ENSG00000196539,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2T34,ENSG00000183310,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2T5,ENSG00000203661,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR2V2,ENSG00000182613,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4A16,ENSG00000181961,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4C16,ENSG00000181935,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4D1,ENSG00000141194,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4D9,ENSG00000172742,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4F17,ENSG00000176695,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4F4,ENSG00000177693,15,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4F5,ENSG00000186092,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4K15,ENSG00000169488,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4K17,ENSG00000176230,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR4K5,ENSG00000176281,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR51C1P,ENSG00000197674,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR51E1,ENSG00000180785,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR51E2,ENSG00000167332,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR52B2,ENSG00000255307,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR52M1,ENSG00000197790,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR5AS1,ENSG00000181785,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR7G1,ENSG00000161807,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR7G2,ENSG00000170923,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR8B12,ENSG00000170953,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OR8H3,ENSG00000181761,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ORM1,ENSG00000229314,9,4,758,TRUE,FALSE,Tier 3A,""
ORM2,ENSG00000228278,9,5,861,TRUE,FALSE,Tier 3A,""
OSM,ENSG00000099985,22,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
OSTN,ENSG00000188729,3,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OTC,ENSG00000036473,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
OTOA,ENSG00000155719,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OTOG,ENSG00000188162,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OTOL1,ENSG00000182447,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OTOP1,ENSG00000163982,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OTOR,ENSG00000125879,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OTOS,ENSG00000178602,2,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OVCH1,ENSG00000187950,12,1,118,TRUE,TRUE,Tier 3B,""
OVCH2,ENSG00000183378,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
OVGP1,ENSG00000085465,1,4,1017,TRUE,FALSE,Tier 3B,""
OXER1,ENSG00000162881,2,2,1169,TRUE,FALSE,Tier 2,""
OXGR1,ENSG00000165621,13,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OXSR1,ENSG00000172939,3,1,244,TRUE,TRUE,Tier 2,""
OXT,ENSG00000101405,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
OXTR,ENSG00000180914,3,2,373,TRUE,FALSE,Tier 1,""
P2RX1,ENSG00000108405,17,6,809,TRUE,FALSE,Tier 1,""
P2RX2,ENSG00000187848,12,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
P2RX3,ENSG00000109991,11,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
P2RX4,ENSG00000135124,12,6,2029,TRUE,FALSE,Tier 2,""
P2RX5,ENSG00000083454,17,1,114,TRUE,TRUE,Tier 3B,""
P2RX6,ENSG00000099957,22,2,155,TRUE,FALSE,Tier 3B,""
P2RX7,ENSG00000089041,12,5,1202,TRUE,FALSE,Tier 2,""
P2RY1,ENSG00000169860,3,1,40,TRUE,TRUE,Tier 2,""
P2RY10,ENSG00000078589,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
P2RY12,ENSG00000169313,3,2,1069,TRUE,FALSE,Tier 1,""
P2RY13,ENSG00000181631,3,3,1160,TRUE,FALSE,Tier 3B,""
P2RY14,ENSG00000174944,3,3,1093,TRUE,FALSE,Tier 3B,""
P2RY2,ENSG00000175591,11,1,134,TRUE,TRUE,Tier 1,""
P2RY4,ENSG00000186912,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
P2RY6,ENSG00000171631,11,1,99,TRUE,TRUE,Tier 2,""
P2RY8,ENSG00000182162,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
P4HA1,ENSG00000122884,10,1,1099,TRUE,TRUE,Tier 3B,""
P4HB,ENSG00000185624,17,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
P4HTM,ENSG00000178467,3,1,1724,TRUE,TRUE,Tier 1,""
PADI1,ENSG00000142623,1,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
PADI3,ENSG00000142619,1,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
PAEP,ENSG00000122133,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
PAH,ENSG00000171759,12,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
PAK1,ENSG00000149269,11,4,1176,TRUE,FALSE,Tier 1,""
PAK2,ENSG00000180370,3,2,318,TRUE,FALSE,Tier 1,""
PAK3,ENSG00000077264,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
PAK4,ENSG00000130669,19,1,355,TRUE,TRUE,Tier 1,""
PAK6,ENSG00000137843,15,1,14,TRUE,TRUE,Tier 1,""
PAK7,ENSG00000101349,20,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
PAM,ENSG00000145730,5,11,4948,TRUE,FALSE,Tier 2,""
PAMR1,ENSG00000149090,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
PAOX,ENSG00000148832,10,3,612,TRUE,FALSE,Tier 2,""
PAPPA,ENSG00000182752,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
PAPPA2,ENSG00000116183,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
PARM1,ENSG00000169116,4,3,662,TRUE,FALSE,Tier 3B,""
PARP1,ENSG00000143799,1,3,1069,TRUE,FALSE,Tier 1,""
PARP2,ENSG00000129484,14,2,341,TRUE,FALSE,Tier 1,""
PARP3,ENSG00000041880,3,1,9,TRUE,TRUE,Tier 2,""
PARP4,ENSG00000102699,13,3,1141,TRUE,FALSE,Tier 2,""
