gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
BDNF,ENSG00000176697,11,27676440,27743605,Tier 3A,,,TRUE,""
BGLAP,ENSG00000242252,1,156211753,156213112,Tier 3B,,,TRUE,""
BGN,ENSG00000182492,X,152760397,152775012,Tier 3B,,,TRUE,""
BHMT,ENSG00000145692,5,78407602,78428108,Tier 2,,,TRUE,""
BHMT2,ENSG00000132840,5,78365540,78385289,Tier 2,,,TRUE,""
BICD1,ENSG00000151746,12,32259769,32536567,Tier 3A,,,TRUE,""
BIRC2,ENSG00000110330,11,102217942,102249401,Tier 1,,,TRUE,""
BIRC3,ENSG00000023445,11,102188215,102210134,Tier 1,,,TRUE,""
BIRC5,ENSG00000089685,17,76210267,76221717,Tier 2,,,TRUE,""
BIRC8,ENSG00000163098,19,53792856,53794875,Tier 2,,,TRUE,""
BLK,ENSG00000136573,8,11351510,11422113,Tier 1,,,TRUE,""
BLM,ENSG00000197299,15,91260558,91358859,Tier 1,,,TRUE,""
BMP1,ENSG00000168487,8,22022249,22069839,Tier 2,,,TRUE,""
BMP10,ENSG00000163217,2,69092613,69098649,Tier 3A,,,TRUE,""
BMP15,ENSG00000130385,X,50653784,50659607,Tier 3B,,,TRUE,""
BMP2,ENSG00000125845,20,6748311,6760927,Tier 3A,,,TRUE,""
BMP2K,ENSG00000138756,4,79697496,79837526,Tier 1,,,TRUE,""
BMP3,ENSG00000152785,4,81952119,81978685,Tier 3A,,,TRUE,""
BMP4,ENSG00000125378,14,54416454,54425479,Tier 2,,,TRUE,""
BMP5,ENSG00000112175,6,55618443,55740362,Tier 3B,,,TRUE,""
BMP6,ENSG00000153162,6,7727030,7881655,Tier 3A,,,TRUE,""
BMP7,ENSG00000101144,20,55743804,55841685,Tier 3B,,,TRUE,""
BMP8A,ENSG00000183682,1,39957318,39991607,Tier 3A,,,TRUE,""
BMP8B,ENSG00000116985,1,40222854,40254533,Tier 3B,,,TRUE,""
BMPER,ENSG00000164619,7,33944523,34195484,Tier 3B,,,TRUE,""
BMPR1A,ENSG00000107779,10,88516407,88692595,Tier 2,,,TRUE,""
BMPR1B,ENSG00000138696,4,95679119,96079599,Tier 1,,,TRUE,""
BMPR2,ENSG00000204217,2,203241659,203432474,Tier 2,,,TRUE,""
BMX,ENSG00000102010,X,15482369,15574652,Tier 1,,,TRUE,""
BOC,ENSG00000144857,3,112929850,113006303,Tier 3A,,,TRUE,""
BOLA1,ENSG00000178096,1,149859440,149872351,Tier 3A,,,TRUE,""
BOLA3,ENSG00000163170,2,74362525,74375121,Tier 3B,,,TRUE,""
BPHL,ENSG00000137274,6,3118608,3153812,Tier 3B,,,TRUE,""
BPI,ENSG00000101425,20,36888551,36965907,Tier 3A,,,TRUE,""
BPIFA1,ENSG00000198183,20,31823801,31831115,Tier 3B,,,TRUE,""
BPIFA2,ENSG00000131050,20,31749574,31769218,Tier 3B,,,TRUE,""
BPIFB1,ENSG00000125999,20,31861286,31897684,Tier 3B,,,TRUE,""
BPIFB2,ENSG00000078898,20,31595406,31611515,Tier 3B,,,TRUE,""
BPIFB3,ENSG00000186190,20,31643230,31661434,Tier 3B,,,TRUE,""
BPIFB4,ENSG00000186191,20,31667450,31699557,Tier 3B,,,TRUE,""
BPIFB6,ENSG00000167104,20,31619454,31631853,Tier 3B,,,TRUE,""
BPIFC,ENSG00000184459,22,32809834,32860471,Tier 3A,,,TRUE,""
BPNT1,ENSG00000162813,1,220230824,220263804,Tier 3B,,,TRUE,""
BRAF,ENSG00000157764,7,140419127,140624564,Tier 1,,,TRUE,""
BRCA1,ENSG00000012048,17,41196312,41277500,Tier 2,,,TRUE,""
BRD2,ENSG00000204256,6,32936437,32949282,Tier 2,,,TRUE,""
BRD3,ENSG00000169925,9,136895427,136933657,Tier 2,,,TRUE,""
BRD4,ENSG00000141867,19,15347647,15443356,Tier 2,,,TRUE,""
BRDT,ENSG00000137948,1,92414928,92479983,Tier 2,,,TRUE,""
BRPF3,ENSG00000096070,6,36164521,36200567,Tier 3B,,,TRUE,""
BRS3,ENSG00000102239,X,135570046,135575939,Tier 2,,,TRUE,""
BRSK1,ENSG00000160469,19,55793440,55823901,Tier 1,,,TRUE,""
BRSK2,ENSG00000174672,11,1411129,1483919,Tier 1,,,TRUE,""
BSG,ENSG00000172270,19,571297,583493,Tier 1,,,TRUE,""
BSPH1,ENSG00000188334,19,48471303,48495427,Tier 3A,,,TRUE,""
BST1,ENSG00000109743,4,15704573,15739936,Tier 3A,,,TRUE,""
BST2,ENSG00000130303,19,17513748,17516457,Tier 3B,,,TRUE,""
BTC,ENSG00000174808,4,75669969,75719896,Tier 3B,,,TRUE,""
BTD,ENSG00000169814,3,15642848,15687329,Tier 3A,,,TRUE,""
BTK,ENSG00000010671,X,100604435,100641183,Tier 1,,,TRUE,""
BTLA,ENSG00000186265,3,112182815,112218408,Tier 3B,,,TRUE,""
BTN1A1,ENSG00000124557,6,26501449,26510650,Tier 3A,,,TRUE,""
BTN3A1,ENSG00000026950,6,26402465,26415444,Tier 3B,,,TRUE,""
BTN3A2,ENSG00000186470,6,26365387,26378546,Tier 3B,,,TRUE,""
BTN3A3,ENSG00000111801,6,26440700,26453643,Tier 3A,,,TRUE,""
BTNL8,ENSG00000113303,5,180326077,180377906,Tier 3B,,,TRUE,""
BUB1,ENSG00000169679,2,111395275,111435691,Tier 3B,,,TRUE,""
BUB1B,ENSG00000156970,15,40453224,40513337,Tier 3B,,,TRUE,""
C10orf54,ENSG00000107738,10,73507316,73533255,Tier 3A,,,TRUE,""
C11orf83,ENSG00000204922,11,62437745,62441159,Tier 3B,,,TRUE,""
C12orf39,ENSG00000134548,12,21679241,21690311,Tier 3B,,,TRUE,""
C16orf89,ENSG00000153446,16,5094123,5116111,Tier 3B,,,TRUE,""
C17orf72,ENSG00000224383,17,62075711,62081664,Tier 3B,,,TRUE,""
C17orf99,ENSG00000187997,17,76142434,76162258,Tier 3B,,,TRUE,""
C19orf10,ENSG00000074842,19,4641386,4670382,Tier 3B,,,TRUE,""
C1QA,ENSG00000173372,1,22962999,22966101,Tier 3B,,,TRUE,""
C1QB,ENSG00000173369,1,22979255,22988031,Tier 3B,,,TRUE,""
C1QC,ENSG00000159189,1,22970123,22974603,Tier 3B,,,TRUE,""
C1QL1,ENSG00000131094,17,43037061,43045439,Tier 3B,,,TRUE,""
C1QL2,ENSG00000144119,2,119913819,119916465,Tier 3B,,,TRUE,""
C1QTNF5,ENSG00000223953,11,119209652,119217383,Tier 3A,,,TRUE,""
C1QTNF6,ENSG00000133466,22,37576207,37595425,Tier 3A,,,TRUE,""
C1QTNF8,ENSG00000184471,16,1140005,1146244,Tier 3B,,,TRUE,""
C1QTNF9,ENSG00000240654,13,24881304,24896673,Tier 3B,,,TRUE,""
C1QTNF9B,ENSG00000205863,13,24465238,24476794,Tier 3A,,,TRUE,""
C1R,ENSG00000159403,12,7187513,7245203,Tier 2,,,TRUE,""
C1RL,ENSG00000139178,12,7242183,7261869,Tier 3B,,,TRUE,""
C1S,ENSG00000182326,12,7096351,7178336,Tier 2,,,TRUE,""
C2,ENSG00000166278,6,31865562,31913449,Tier 3A,,,TRUE,""
C2orf40,ENSG00000119147,2,106679702,106694615,Tier 3B,,,TRUE,""
C3,ENSG00000125730,19,6677715,6730573,Tier 3A,,,TRUE,""
C3AR1,ENSG00000171860,12,8210898,8219067,Tier 2,,,TRUE,""
C4A,ENSG00000244731,6,31949801,31970458,Tier 3A,,,TRUE,""
C4B,ENSG00000224389,6,31982539,32003195,Tier 3B,,,TRUE,""
C4BPA,ENSG00000123838,1,207277607,207318317,Tier 3A,,,TRUE,""
C4BPB,ENSG00000123843,1,207262187,207273338,Tier 3A,,,TRUE,""
C5,ENSG00000106804,9,123714616,123812554,Tier 1,,,TRUE,""
C5AR1,ENSG00000197405,19,47793280,47825323,Tier 2,,,TRUE,""
C5AR2,ENSG00000134830,19,47835404,47846606,Tier 3B,,,TRUE,""
C6,ENSG00000039537,5,41142336,41261540,Tier 3A,,,TRUE,""
C6orf120,ENSG00000185127,6,170102233,170106401,Tier 3B,,,TRUE,""
C6orf15,ENSG00000204542,6,31079000,31080336,Tier 3A,,,TRUE,""
C6orf25,ENSG00000204420,6,31686371,31694491,Tier 3A,,,TRUE,""
C7,ENSG00000112936,5,40909354,40983041,Tier 3B,,,TRUE,""
C8A,ENSG00000157131,1,57320479,57383894,Tier 3B,,,TRUE,""
C8B,ENSG00000021852,1,57394883,57431813,Tier 3B,,,TRUE,""
C8G,ENSG00000176919,9,139839698,139841426,Tier 3A,,,TRUE,""
C8orf44-SGK3,ENSG00000270024,8,67579831,67772707,Tier 1,,,TRUE,""
C9,ENSG00000113600,5,39284364,39424970,Tier 3A,,,TRUE,""
C9orf96,ENSG00000198870,9,136243117,136271220,Tier 3B,,,TRUE,""
CA1,ENSG00000133742,8,86239837,86291243,Tier 1,,,TRUE,""
CA10,ENSG00000154975,17,49707674,50237377,Tier 3B,,,TRUE,""
CA11,ENSG00000063180,19,49141199,49149569,Tier 3B,,,TRUE,""
CA12,ENSG00000074410,15,63613577,63674360,Tier 1,,,TRUE,""
CA13,ENSG00000185015,8,86132816,86196302,Tier 1,,,TRUE,""
CA14,ENSG00000118298,1,150229554,150237478,Tier 1,,,TRUE,""
CA2,ENSG00000104267,8,86376081,86393722,Tier 1,,,TRUE,""
CA3,ENSG00000164879,8,86285665,86361269,Tier 1,,,TRUE,""
CA4,ENSG00000167434,17,58227297,58248260,Tier 1,,,TRUE,""
CA5A,ENSG00000174990,16,87921625,87970135,Tier 1,,,TRUE,""
CA5B,ENSG00000169239,X,15706953,15805747,Tier 1,,,TRUE,""
CA6,ENSG00000131686,1,9005926,9035151,Tier 1,,,TRUE,""
CA7,ENSG00000168748,16,66878282,66888056,Tier 1,,,TRUE,""
CA8,ENSG00000178538,8,61099906,61193971,Tier 3A,,,TRUE,""
CA9,ENSG00000107159,9,35673853,35681156,Tier 1,,,TRUE,""
CACNA1A,ENSG00000141837,19,13317256,13734804,Tier 2,,,TRUE,""
CACNA1B,ENSG00000148408,9,140772241,141019076,Tier 1,,,TRUE,""
CACNA1C,ENSG00000151067,12,2079952,2802108,Tier 1,,,TRUE,""
CACNA1D,ENSG00000157388,3,53528683,53847760,Tier 1,,,TRUE,""
CACNA1E,ENSG00000198216,1,181382238,181777219,Tier 3B,,,TRUE,""
CACNA1F,ENSG00000102001,X,49061523,49089833,Tier 1,,,TRUE,""
CACNA1G,ENSG00000006283,17,48638429,48704835,Tier 1,,,TRUE,""
CACNA1H,ENSG00000196557,16,1203241,1271771,Tier 1,,,TRUE,""
CACNA1I,ENSG00000100346,22,39966758,40085742,Tier 1,,,TRUE,""
CACNA1S,ENSG00000081248,1,201008642,201081694,Tier 1,,,TRUE,""
CACNA2D1,ENSG00000153956,7,81575760,82073114,Tier 1,,,TRUE,""
CACNA2D2,ENSG00000007402,3,50400233,50541675,Tier 1,,,TRUE,""
CACNA2D3,ENSG00000157445,3,54156574,55108584,Tier 3B,,,TRUE,""
CACNA2D4,ENSG00000151062,12,1901123,2028002,Tier 3B,,,TRUE,""
CACNB1,ENSG00000067191,17,37329709,37353956,Tier 3B,,,TRUE,""
CACNB2,ENSG00000165995,10,18429606,18830798,Tier 3A,,,TRUE,""
CACNB3,ENSG00000167535,12,49207577,49222724,Tier 3A,,,TRUE,""
CACNB4,ENSG00000182389,2,152689290,152955593,Tier 3B,,,TRUE,""
CACNG1,ENSG00000108878,17,65040706,65052909,Tier 3B,,,TRUE,""
CACNG2,ENSG00000166862,22,36959968,37099603,Tier 3B,,,TRUE,""
CACNG3,ENSG00000006116,16,24266874,24374122,Tier 3B,,,TRUE,""
CACNG4,ENSG00000075461,17,64961026,65029514,Tier 3B,,,TRUE,""
CACNG5,ENSG00000075429,17,64831235,64881603,Tier 3B,,,TRUE,""
CACNG6,ENSG00000130433,19,54495542,54515923,Tier 3B,,,TRUE,""
CACNG7,ENSG00000105605,19,54412589,54447195,Tier 3B,,,TRUE,""
CACNG8,ENSG00000142408,19,54466294,54493469,Tier 3B,,,TRUE,""
CAD,ENSG00000084774,2,27440258,27466811,Tier 2,,,TRUE,""
CADM3,ENSG00000162706,1,159141399,159173103,Tier 3A,,,TRUE,""
CALCA,ENSG00000110680,11,14988214,14993900,Tier 1,,,TRUE,""
CALCB,ENSG00000175868,11,14926543,15103888,Tier 3A,,,TRUE,""
CALCR,ENSG00000004948,7,93053799,93204042,Tier 1,,,TRUE,""
CALCRL,ENSG00000064989,2,188207856,188313187,Tier 1,,,TRUE,""
CALM1,ENSG00000198668,14,90862846,90874605,Tier 2,,,TRUE,""
CALM2,ENSG00000143933,2,47387221,47403740,Tier 2,,,TRUE,""
CALM3,ENSG00000160014,19,47104331,47114050,Tier 2,,,TRUE,""
CALR,ENSG00000179218,19,13049392,13055303,Tier 3A,,,TRUE,""
CALU,ENSG00000128595,7,128379346,128411861,Tier 3B,,,TRUE,""
CAMK1,ENSG00000134072,3,9799026,9811676,Tier 2,,,TRUE,""
CAMK1D,ENSG00000183049,10,12391481,12877545,Tier 1,,,TRUE,""
CAMK1G,ENSG00000008118,1,209757062,209787283,Tier 2,,,TRUE,""
CAMK2A,ENSG00000070808,5,149599054,149669854,Tier 1,,,TRUE,""
CAMK2B,ENSG00000058404,7,44256749,44374176,Tier 1,,,TRUE,""
CAMK2D,ENSG00000145349,4,114372188,114683083,Tier 1,,,TRUE,""
CAMK2G,ENSG00000148660,10,75572259,75634343,Tier 1,,,TRUE,""
CAMK4,ENSG00000152495,5,110559351,110830584,Tier 2,,,TRUE,""
CAMKK1,ENSG00000004660,17,3763609,3798185,Tier 1,,,TRUE,""
CAMKK2,ENSG00000110931,12,121675497,121736111,Tier 1,,,TRUE,""
CAMKV,ENSG00000164076,3,49895421,49907655,Tier 3B,,,TRUE,""
CAMP,ENSG00000164047,3,48264837,48266981,Tier 3B,,,TRUE,""
CAPN1,ENSG00000014216,11,64948037,64979477,Tier 2,,,TRUE,""
CAPN2,ENSG00000162909,1,223889295,223963720,Tier 2,,,TRUE,""
CAPNS1,ENSG00000126247,19,36630477,36641255,Tier 2,,,TRUE,""
CAPZA1,ENSG00000116489,1,113161795,113214241,Tier 3A,,,TRUE,""
CAPZA2,ENSG00000198898,7,116451124,116562103,Tier 3A,,,TRUE,""
CARM1,ENSG00000142453,19,10982189,11033453,Tier 2,,,TRUE,""
CARTPT,ENSG00000164326,5,71014990,71016875,Tier 3B,,,TRUE,""
CASK,ENSG00000147044,X,41374187,41782716,Tier 2,,,TRUE,""
CASP1,ENSG00000137752,11,104896170,104972158,Tier 1,,,TRUE,""
CASP2,ENSG00000106144,7,142985308,143004789,Tier 2,,,TRUE,""
CASP3,ENSG00000164305,4,185548850,185570663,Tier 2,,,TRUE,""
CASP6,ENSG00000138794,4,110609785,110624739,Tier 2,,,TRUE,""
CASP7,ENSG00000165806,10,115438942,115490662,Tier 2,,,TRUE,""
CASP8,ENSG00000064012,2,202098166,202152434,Tier 1,,,TRUE,""
CASP9,ENSG00000132906,1,15817327,15853029,Tier 2,,,TRUE,""
CASQ2,ENSG00000118729,1,116242628,116311402,Tier 3A,,,TRUE,""
CASR,ENSG00000036828,3,121902530,122005342,Tier 1,,,TRUE,""
CAT,ENSG00000121691,11,34460472,34493609,Tier 1,,,TRUE,""
CATSPER1,ENSG00000175294,11,65784223,65793988,Tier 3B,,,TRUE,""
CATSPER2,ENSG00000166762,15,43920701,43960316,Tier 3B,,,TRUE,""
CATSPER3,ENSG00000152705,5,134303596,134347392,Tier 3B,,,TRUE,""
CATSPER4,ENSG00000188782,1,26517052,26529459,Tier 3B,,,TRUE,""
CBLN1,ENSG00000102924,16,49311828,49315742,Tier 3B,,,TRUE,""
CBLN3,ENSG00000139899,14,24895738,24900160,Tier 3A,,,TRUE,""
CBLN4,ENSG00000054803,20,54572496,54580528,Tier 3B,,,TRUE,""
CBR1,ENSG00000159228,21,37442239,37445464,Tier 1,,,TRUE,""
CBR3,ENSG00000159231,21,37507210,37518864,Tier 1,,,TRUE,""
CCDC3,ENSG00000151468,10,12938627,13141652,Tier 3A,,,TRUE,""
CCDC80,ENSG00000091986,3,112323407,112368377,Tier 3A,,,TRUE,""
CCK,ENSG00000187094,3,42299317,42307699,Tier 3A,,,TRUE,""
CCKAR,ENSG00000163394,4,26483022,26492084,Tier 1,,,TRUE,""
CCKBR,ENSG00000110148,11,6280966,6293357,Tier 1,,,TRUE,""
CCL1,ENSG00000108702,17,32687347,32690250,Tier 3B,,,TRUE,""
CCL11,ENSG00000172156,17,32612687,32615353,Tier 1,,,TRUE,""
CCL13,ENSG00000181374,17,32683471,32685629,Tier 3B,,,TRUE,""
CCL14,ENSG00000213494,17,34310327,34329100,Tier 3B,,,TRUE,""
CCL15-CCL14,ENSG00000161574,17,34310692,34328660,Tier 3B,,,TRUE,""
CCL16,ENSG00000161573,17,34303529,34308532,Tier 3B,,,TRUE,""
CCL17,ENSG00000102970,16,57438679,57449974,Tier 3B,,,TRUE,""
CCL18,ENSG00000006074,17,34391640,34399392,Tier 3B,,,TRUE,""
CCL19,ENSG00000172724,9,34689564,34691274,Tier 3A,,,TRUE,""
CCL2,ENSG00000108691,17,32582304,32584222,Tier 1,,,TRUE,""
CCL20,ENSG00000115009,2,228678558,228682272,Tier 3A,,,TRUE,""
CCL21,ENSG00000137077,9,34709002,34710121,Tier 3A,,,TRUE,""
CCL22,ENSG00000102962,16,57392684,57400102,Tier 3B,,,TRUE,""
CCL23,ENSG00000167236,17,34340096,34345005,Tier 3B,,,TRUE,""
CCL24,ENSG00000106178,7,75440983,75452674,Tier 3B,,,TRUE,""
CCL25,ENSG00000131142,19,8117651,8127534,Tier 3B,,,TRUE,""
CCL26,ENSG00000006606,7,75398851,75419214,Tier 3B,,,TRUE,""
CCL27,ENSG00000213927,9,34661877,34664045,Tier 3A,,,TRUE,""
CCL28,ENSG00000151882,5,43376747,43412493,Tier 3B,,,TRUE,""
CCL3,ENSG00000006075,17,34415602,34417515,Tier 3B,,,TRUE,""
CCL3L1,ENSG00000205021,17,34623842,34625731,Tier 3B,,,TRUE,""
CCL3L3,ENSG00000256515,17,34522268,34524157,Tier 3B,,,TRUE,""
CCL4,ENSG00000129277,17,34430983,34433014,Tier 3B,,,TRUE,""
CCL4L1,ENSG00000205020,17,34538310,34540280,Tier 3B,,,TRUE,""
CCL4L2,ENSG00000197262,17,34639793,34641846,Tier 3B,,,TRUE,""
CCL5,ENSG00000161570,17,34198495,34207797,Tier 2,,,TRUE,""
CCL7,ENSG00000108688,17,32597240,32599261,Tier 3A,,,TRUE,""
CCL8,ENSG00000108700,17,32646055,32648421,Tier 3B,,,TRUE,""
CCNA1,ENSG00000133101,13,37005967,37017019,Tier 1,,,TRUE,""
CCNA2,ENSG00000145386,4,122737599,122745087,Tier 1,,,TRUE,""
CCNB1,ENSG00000134057,5,68462837,68474072,Tier 1,,,TRUE,""
CCNB2,ENSG00000157456,15,59397277,59417244,Tier 1,,,TRUE,""
CCNB3,ENSG00000147082,X,49967364,50094909,Tier 1,,,TRUE,""
CCND1,ENSG00000110092,11,69455855,69469242,Tier 1,,,TRUE,""
CCND2,ENSG00000118971,12,4382938,4414516,Tier 1,,,TRUE,""
CCND3,ENSG00000112576,6,41902671,42018095,Tier 1,,,TRUE,""
CCNE1,ENSG00000105173,19,30302805,30315215,Tier 1,,,TRUE,""
CCNE2,ENSG00000175305,8,95891998,95908906,Tier 1,,,TRUE,""
CCNH,ENSG00000134480,5,86687311,86708836,Tier 2,,,TRUE,""
CCNT1,ENSG00000129315,12,49082247,49110681,Tier 1,,,TRUE,""
CCR1,ENSG00000163823,3,46243200,46249887,Tier 1,,,TRUE,""
CCR10,ENSG00000184451,17,40830907,40835935,Tier 3B,,,TRUE,""
CCR2,ENSG00000121807,3,46395225,46402419,Tier 1,,,TRUE,""
CCR3,ENSG00000183625,3,46205096,46308197,Tier 2,,,TRUE,""
CCR4,ENSG00000183813,3,32993066,32997841,Tier 1,,,TRUE,""
CCR5,ENSG00000160791,3,46411633,46417697,Tier 1,,,TRUE,""
CCR6,ENSG00000112486,6,167525295,167553184,Tier 2,,,TRUE,""
CCR7,ENSG00000126353,17,38710021,38721724,Tier 3A,,,TRUE,""
CCR8,ENSG00000179934,3,39371197,39375171,Tier 2,,,TRUE,""
CCR9,ENSG00000173585,3,45927996,45944667,Tier 1,,,TRUE,""
CCRL2,ENSG00000121797,3,46448654,46454488,Tier 3B,,,TRUE,""
CD101,ENSG00000134256,1,117544382,117579167,Tier 3B,,,TRUE,""
CD109,ENSG00000156535,6,74405508,74538040,Tier 3B,,,TRUE,""
CD14,ENSG00000170458,5,140011313,140013286,Tier 1,,,TRUE,""
CD151,ENSG00000177697,11,832843,839831,Tier 3A,,,TRUE,""
CD160,ENSG00000117281,1,145695798,145715614,Tier 3A,,,TRUE,""
CD163,ENSG00000177575,12,7623409,7656489,Tier 3B,,,TRUE,""
CD163L1,ENSG00000177675,12,7499281,7632493,Tier 3B,,,TRUE,""
CD164,ENSG00000135535,6,109687717,109703762,Tier 3A,,,TRUE,""
CD164L2,ENSG00000174950,1,27705666,27709870,Tier 3B,,,TRUE,""
CD177,ENSG00000204936,19,43857811,43867480,Tier 3B,,,TRUE,""
CD180,ENSG00000134061,5,66478103,66492627,Tier 3A,,,TRUE,""
CD19,ENSG00000177455,16,28943260,28950667,Tier 1,,,TRUE,""
CD1A,ENSG00000158477,1,158223927,158228059,Tier 3B,,,TRUE,""
CD1B,ENSG00000158485,1,158297741,158301321,Tier 3B,,,TRUE,""
CD1C,ENSG00000158481,1,158259576,158263420,Tier 3B,,,TRUE,""
CD1D,ENSG00000158473,1,158149737,158154686,Tier 3B,,,TRUE,""
CD1E,ENSG00000158488,1,158323254,158327343,Tier 3B,,,TRUE,""
CD2,ENSG00000116824,1,117297007,117311850,Tier 1,,,TRUE,""
CD200,ENSG00000091972,3,112051194,112081659,Tier 1,,,TRUE,""
CD200R1,ENSG00000163606,3,112640056,112693969,Tier 3A,,,TRUE,""
CD207,ENSG00000116031,2,71057347,71062952,Tier 3B,,,TRUE,""
CD209,ENSG00000090659,19,7804879,7812464,Tier 3B,,,TRUE,""
CD22,ENSG00000012124,19,35810164,35838258,Tier 1,,,TRUE,""
CD226,ENSG00000150637,18,67498394,67629039,Tier 3A,,,TRUE,""
CD244,ENSG00000122223,1,160799950,160832692,Tier 3A,,,TRUE,""
CD247,ENSG00000198821,1,167399877,167487847,Tier 3A,,,TRUE,""
CD248,ENSG00000174807,11,66081958,66084515,Tier 1,,,TRUE,""
CD27,ENSG00000139193,12,6554033,6560884,Tier 3A,,,TRUE,""
CD274,ENSG00000120217,9,5450503,5470566,Tier 1,,,TRUE,""
CD276,ENSG00000103855,15,73976307,74006859,Tier 1,,,TRUE,""
CD28,ENSG00000178562,2,204571198,204603635,Tier 1,,,TRUE,""
CD300A,ENSG00000167851,17,72462555,72480933,Tier 3B,,,TRUE,""
CD300C,ENSG00000167850,17,72537247,72542282,Tier 3B,,,TRUE,""
CD300E,ENSG00000186407,17,72606026,72619897,Tier 3B,,,TRUE,""
CD300LB,ENSG00000178789,17,72517313,72527613,Tier 3B,,,TRUE,""
CD300LD,ENSG00000204345,17,72575504,72588422,Tier 3B,,,TRUE,""
CD300LF,ENSG00000186074,17,72690452,72709117,Tier 3A,,,TRUE,""
CD300LG,ENSG00000161649,17,41924516,41940997,Tier 3A,,,TRUE,""
CD302,ENSG00000241399,2,160625364,160654753,Tier 3B,,,TRUE,""
CD320,ENSG00000167775,19,8367011,8373240,Tier 3B,,,TRUE,""
CD33,ENSG00000105383,19,51728320,51747115,Tier 1,,,TRUE,""
CD34,ENSG00000174059,1,208057594,208084747,Tier 3A,,,TRUE,""
CD36,ENSG00000135218,7,79998891,80308593,Tier 3A,,,TRUE,""
CD37,ENSG00000104894,19,49838428,49846592,Tier 1,,,TRUE,""
CD38,ENSG00000004468,4,15779898,15854853,Tier 1,,,TRUE,""
CD3D,ENSG00000167286,11,118209669,118213459,Tier 3B,,,TRUE,""
CD3E,ENSG00000198851,11,118175260,118186890,Tier 1,,,TRUE,""
CD3G,ENSG00000160654,11,118215059,118225876,Tier 3B,,,TRUE,""
CD4,ENSG00000010610,12,6896024,6929974,Tier 1,,,TRUE,""
CD40,ENSG00000101017,20,44746911,44758502,Tier 1,,,TRUE,""
CD40LG,ENSG00000102245,X,135730352,135742549,Tier 1,,,TRUE,""
CD44,ENSG00000026508,11,35160417,35253949,Tier 1,,,TRUE,""
CD46,ENSG00000117335,1,207925402,207968858,Tier 3A,,,TRUE,""
CD47,ENSG00000196776,3,107762145,107809872,Tier 3B,,,TRUE,""
CD48,ENSG00000117091,1,160648536,160681641,Tier 3A,,,TRUE,""
CD5,ENSG00000110448,11,60869867,60895324,Tier 1,,,TRUE,""
CD52,ENSG00000169442,1,26644448,26647014,Tier 1,,,TRUE,""
CD53,ENSG00000143119,1,111415775,111442550,Tier 3A,,,TRUE,""
CD55,ENSG00000196352,1,207494853,207534311,Tier 1,,,TRUE,""
CD58,ENSG00000116815,1,117057157,117113661,Tier 3A,,,TRUE,""
CD59,ENSG00000085063,11,33719807,33757991,Tier 3B,,,TRUE,""
CD5L,ENSG00000073754,1,157800704,157868046,Tier 3A,,,TRUE,""
CD6,ENSG00000013725,11,60739115,60787849,Tier 1,,,TRUE,""
CD63,ENSG00000135404,12,56119107,56123491,Tier 3A,,,TRUE,""
CD68,ENSG00000129226,17,7482785,7485429,Tier 3A,,,TRUE,""
CD69,ENSG00000110848,12,9905082,9913497,Tier 3A,,,TRUE,""
CD7,ENSG00000173762,17,80272744,80275478,Tier 3B,,,TRUE,""
CD70,ENSG00000125726,19,6583194,6604114,Tier 1,,,TRUE,""
CD72,ENSG00000137101,9,35609530,35646807,Tier 3B,,,TRUE,""
CD74,ENSG00000019582,5,149781200,149792492,Tier 1,,,TRUE,""
CD79A,ENSG00000105369,19,42381190,42385439,Tier 3B,,,TRUE,""
CD79B,ENSG00000007312,17,62006100,62009714,Tier 1,,,TRUE,""
CD80,ENSG00000121594,3,119243140,119278449,Tier 1,,,TRUE,""
CD81,ENSG00000110651,11,2397407,2418649,Tier 3B,,,TRUE,""
CD82,ENSG00000085117,11,44585977,44641913,Tier 3A,,,TRUE,""
CD83,ENSG00000112149,6,14117872,14137149,Tier 3A,,,TRUE,""
CD84,ENSG00000066294,1,160510885,160549306,Tier 3B,,,TRUE,""
CD86,ENSG00000114013,3,121774213,121839983,Tier 1,,,TRUE,""
CD8A,ENSG00000153563,2,87011729,87035519,Tier 3A,,,TRUE,""
CD8B,ENSG00000172116,2,87042462,87089047,Tier 3A,,,TRUE,""
CD9,ENSG00000010278,12,6308881,6347425,Tier 3A,,,TRUE,""
CD93,ENSG00000125810,20,23059986,23066977,Tier 3A,,,TRUE,""
CD96,ENSG00000153283,3,111011566,111384597,Tier 3A,,,TRUE,""
CD97,ENSG00000123146,19,14491313,14519537,Tier 3B,,,TRUE,""
CD99,ENSG00000002586,X,2609220,2659350,Tier 3B,,,TRUE,""
CDA,ENSG00000158825,1,20915441,20945401,Tier 1,,,TRUE,""
CDC25A,ENSG00000164045,3,48198636,48229892,Tier 2,,,TRUE,""
CDC25B,ENSG00000101224,20,3767578,3786762,Tier 2,,,TRUE,""
CDC25C,ENSG00000158402,5,137620954,137674044,Tier 2,,,TRUE,""
CDC42,ENSG00000070831,1,22379120,22419437,Tier 2,,,TRUE,""
CDC42BPA,ENSG00000143776,1,227177566,227506175,Tier 2,,,TRUE,""
CDC42BPB,ENSG00000198752,14,103398716,103523799,Tier 2,,,TRUE,""
